,Vt,Vm,V0,Vform,SVA,ArtOrDet,Nn,Npos,Pform,Pref,Prep,Wci,Wa,Wform,Wtone,Srun,Smod,Spar,Sfrag,Ssub,WOinc,WOadv,Trans,Mec,Rloc-,Cit,Others,Um
iter1822,20,25,24,26,23,3,14,4,2,9,15,7,21,18,0,11,27,10,19,6,8,5,13,16,17,1,12,22
iter1823,19,20,16,26,25,9,13,1,2,17,15,5,21,18,8,22,27,12,3,4,10,6,11,23,14,0,7,24
iter1824,19,22,14,26,24,5,11,0,7,3,8,9,23,18,13,4,27,15,25,17,10,2,12,16,20,1,6,21
iter1825,24,25,21,27,22,5,14,3,6,1,9,4,10,18,11,13,26,17,15,2,20,8,12,19,16,0,7,23
iter1826,18,24,13,26,25,8,20,6,0,5,10,7,9,19,4,15,27,11,21,3,14,1,16,22,17,2,12,23
iter1827,22,26,10,25,23,5,15,0,2,16,13,9,8,21,4,19,27,12,11,6,17,3,14,20,18,1,7,24
iter1828,20,15,9,25,23,8,12,6,3,10,13,4,0,22,7,11,27,14,21,26,17,5,18,19,16,1,2,24
iter1829,20,24,7,26,23,9,13,5,1,3,15,8,0,22,21,19,27,10,6,12,16,11,18,14,17,2,4,25
iter1830,16,25,13,26,20,5,14,4,0,7,15,2,3,23,11,8,27,22,10,12,17,6,18,21,19,1,9,24
iter1831,23,14,10,26,24,7,21,3,0,5,8,9,27,19,16,12,22,13,15,2,18,11,4,20,17,1,6,25
iter1832,20,25,24,26,23,4,13,7,6,1,12,5,3,15,8,14,27,17,21,9,10,11,16,19,18,0,2,22
iter1833,21,17,15,26,25,6,12,3,20,1,10,8,7,18,2,9,27,11,24,22,19,4,13,16,14,0,5,23
iter1834,22,23,18,26,24,9,13,3,15,4,16,7,5,19,6,8,27,12,20,2,10,0,14,21,17,1,11,25
iter1835,22,25,18,26,23,4,15,0,1,11,12,9,3,16,10,13,27,19,20,5,8,6,14,21,17,2,7,24
iter1836,21,22,13,26,25,7,10,9,1,2,18,5,0,20,14,19,27,17,8,4,15,3,16,24,12,11,6,23
iter1837,22,25,8,26,23,6,14,2,9,7,12,5,0,17,15,20,27,19,3,10,11,18,13,21,16,1,4,24
iter1838,20,23,11,26,22,9,14,0,3,2,12,10,24,17,7,5,27,21,6,18,16,4,13,19,15,1,8,25
iter1839,24,23,19,26,21,7,8,11,1,2,9,5,0,16,10,20,27,17,13,4,22,14,18,15,12,3,6,25
iter1840,21,9,5,26,25,4,16,6,14,3,18,8,23,20,10,11,27,1,13,12,15,2,19,22,17,0,7,24
iter1841,20,21,24,26,13,5,8,0,6,3,9,4,22,18,7,10,27,15,23,19,11,14,17,12,16,1,2,25
iter1842,22,25,20,26,19,6,13,1,3,10,12,9,23,21,5,8,27,11,0,15,14,7,18,17,16,2,4,24
iter1843,21,22,2,27,23,3,17,1,5,7,13,8,26,16,14,20,25,4,19,15,10,6,9,18,12,0,11,24
iter1844,22,7,16,26,25,8,14,2,3,12,15,6,0,23,9,11,27,19,13,10,21,5,18,20,17,1,4,24
iter1845,20,27,11,26,23,7,14,3,1,6,9,12,0,17,10,15,25,22,18,8,13,5,21,19,16,2,4,24
iter1846,21,25,8,22,24,7,13,1,0,5,15,9,26,18,11,16,27,12,19,4,10,3,14,20,17,2,6,23
iter1847,20,21,12,26,25,5,14,1,2,6,9,7,27,15,8,19,24,16,4,3,22,11,13,17,18,0,10,23
iter1848,17,23,16,26,25,2,11,6,1,3,12,5,24,18,8,4,27,21,20,7,19,14,10,15,13,0,9,22
iter1849,21,23,12,26,24,5,15,1,0,13,18,10,7,22,8,6,27,11,20,2,16,4,14,19,17,3,9,25
iter1850,25,19,14,26,22,6,18,2,0,12,8,7,1,23,10,15,27,17,24,13,11,4,9,21,16,3,5,20
iter1851,23,15,22,25,24,5,14,0,9,12,13,6,26,16,3,21,27,7,11,2,19,10,17,18,8,1,4,20
iter1852,23,15,18,26,22,6,13,8,2,5,14,7,0,21,12,11,27,25,19,1,17,10,9,20,16,3,4,24
iter1853,24,20,19,25,23,9,13,2,7,11,15,8,1,22,5,14,27,4,21,12,10,6,18,17,16,0,3,26
iter1854,21,24,5,26,25,7,14,2,1,6,8,11,12,20,18,13,27,17,19,4,9,3,15,22,16,0,10,23
iter1855,21,25,23,26,22,5,8,4,7,2,15,6,18,14,12,9,27,19,16,1,11,10,17,20,13,0,3,24
iter1856,19,26,17,25,23,9,20,5,0,4,16,8,2,22,10,14,27,3,6,18,21,11,12,13,15,1,7,24
iter1857,20,24,16,26,23,6,17,2,8,12,15,9,1,22,5,19,27,13,4,11,10,3,14,21,18,0,7,25
iter1858,21,26,6,25,23,4,15,11,3,5,17,7,9,18,16,19,27,13,10,8,22,1,12,20,14,0,2,24
iter1859,16,23,15,26,24,4,11,2,0,9,13,6,17,21,7,8,27,3,19,10,14,18,20,22,12,1,5,25
iter1860,17,22,18,26,24,1,13,0,3,6,10,5,21,16,9,7,27,19,25,12,23,11,8,20,14,2,4,15
iter1861,21,13,4,26,24,5,14,1,8,6,15,7,2,23,3,10,27,22,11,16,19,20,18,17,12,0,9,25
iter1862,22,23,21,26,25,5,13,2,15,7,11,8,3,16,6,10,27,17,9,12,19,1,20,18,14,0,4,24
iter1863,15,25,12,26,24,5,13,3,0,8,17,9,22,19,16,10,27,2,18,7,20,4,11,21,14,1,6,23
iter1864,21,24,10,26,23,7,19,5,2,3,8,6,13,20,9,11,27,12,1,22,16,14,18,17,15,0,4,25
iter1865,19,18,13,26,23,6,15,1,2,7,14,11,0,22,8,10,27,20,17,5,9,3,16,24,21,4,12,25
iter1866,21,24,4,26,17,6,14,0,3,8,9,10,2,20,12,22,27,19,18,11,16,7,13,23,15,1,5,25
iter1867,23,24,17,27,25,5,14,9,15,2,13,7,1,18,4,22,20,16,8,11,10,6,12,21,19,0,3,26
iter1868,24,11,21,27,23,5,14,7,6,4,12,8,0,18,17,15,26,13,25,3,16,1,10,20,19,2,9,22
iter1869,23,19,9,26,24,4,8,11,2,3,10,12,1,20,7,22,27,15,16,6,17,5,21,25,14,0,13,18
iter1870,23,21,20,26,25,4,14,2,17,12,13,8,5,18,10,9,27,7,22,3,19,1,11,15,16,0,6,24
iter1871,20,25,11,26,23,5,13,6,2,8,12,7,1,22,14,9,27,15,21,4,19,3,16,17,18,0,10,24
iter1872,19,24,18,26,25,9,8,2,13,12,7,5,0,21,1,15,22,20,16,3,6,17,11,23,14,4,10,27
iter1873,21,26,8,23,22,4,16,1,2,3,7,6,25,17,12,11,27,18,13,14,9,10,19,20,15,0,5,24
iter1874,22,23,7,26,21,3,15,1,12,9,10,6,25,17,5,11,27,16,8,20,18,4,14,19,13,0,2,24
iter1875,18,23,15,26,24,2,14,0,4,3,17,10,12,16,7,22,27,8,20,6,9,13,21,19,11,1,5,25
iter1876,22,23,13,26,24,6,9,0,4,15,18,7,5,20,10,8,27,2,19,11,16,1,17,21,14,3,12,25
iter1877,18,22,21,26,23,6,11,0,24,4,12,7,19,17,8,10,27,1,14,9,16,2,15,20,13,5,3,25
iter1878,22,4,21,26,23,5,19,6,2,8,15,12,0,17,13,7,27,10,24,3,18,9,14,20,16,1,11,25
iter1879,20,23,12,26,22,6,9,0,5,3,14,7,21,11,8,15,27,13,24,4,16,1,18,19,17,2,10,25
iter1880,19,15,5,25,24,3,17,10,0,4,8,7,23,18,13,14,27,9,12,20,6,11,21,22,16,1,2,26
iter1881,19,21,18,24,25,3,13,1,2,5,11,6,26,12,4,10,27,16,20,8,15,9,22,17,14,0,7,23
iter1882,22,25,12,26,24,5,11,1,4,6,16,8,0,19,7,10,27,14,13,17,20,9,18,21,15,2,3,23
iter1883,17,23,4,26,25,2,13,11,20,15,16,5,0,19,1,12,27,21,18,8,10,6,9,22,14,3,7,24
iter1884,21,26,20,25,24,5,13,1,8,7,10,4,17,19,3,6,27,15,23,2,14,11,16,18,12,0,9,22
iter1885,19,24,11,26,23,5,15,0,7,14,12,8,3,22,9,13,27,16,4,10,20,2,17,21,18,1,6,25
iter1886,19,22,8,26,25,9,17,3,1,6,16,7,0,20,12,13,27,14,15,5,21,4,11,23,18,2,10,24
iter1887,21,24,23,27,25,4,12,11,13,3,9,7,0,20,10,17,22,14,18,5,6,2,19,15,16,1,8,26
iter1888,17,24,6,23,25,3,18,4,22,5,11,9,0,14,10,12,27,15,16,7,13,8,20,21,19,2,1,26
iter1889,19,11,10,25,24,5,18,0,9,3,8,6,1,22,13,12,27,23,7,14,16,15,21,20,17,2,4,26
iter1890,21,18,9,26,23,4,15,3,1,13,10,7,0,24,12,17,27,20,8,22,19,2,11,16,14,6,5,25
iter1891,17,24,4,26,21,6,14,0,3,7,12,8,2,16,13,9,27,19,22,10,20,11,15,23,18,1,5,25
iter1892,22,21,10,26,23,5,16,1,0,8,13,2,24,15,7,9,27,19,20,3,11,12,17,18,14,4,6,25
iter1893,23,10,7,26,24,8,13,15,0,3,9,5,4,22,11,20,27,18,16,12,21,1,14,19,17,6,2,25
iter1894,22,13,10,25,24,4,12,2,0,6,11,5,23,21,7,18,27,19,15,14,9,3,20,17,16,1,8,26
iter1895,22,25,21,26,23,6,12,3,19,9,11,8,1,18,7,10,27,15,13,5,16,2,17,20,14,0,4,24
iter1896,22,23,19,26,18,6,15,2,0,12,10,7,1,24,11,14,27,17,9,8,20,4,21,16,13,3,5,25
iter1897,22,24,13,26,23,5,12,3,10,4,9,7,1,16,17,8,27,20,2,11,18,21,15,19,14,0,6,25
iter1898,22,11,13,26,24,2,14,0,3,8,9,6,10,23,12,17,27,5,21,4,18,15,19,20,16,1,7,25
iter1899,18,23,19,26,21,6,9,2,0,5,11,10,20,22,4,8,27,7,14,16,24,17,12,15,13,1,3,25
iter1900,23,13,9,27,24,4,19,1,20,2,11,6,3,21,12,17,26,5,22,14,10,16,8,18,15,0,7,25
iter1901,18,3,17,27,26,5,14,2,1,8,6,7,23,22,16,15,24,10,4,9,20,12,21,19,13,0,11,25
iter1902,18,22,21,24,25,4,15,2,0,5,12,7,8,20,3,11,27,10,23,13,17,9,14,19,16,1,6,26
iter1903,19,26,5,24,23,7,8,3,4,15,13,6,0,20,9,11,27,14,22,2,21,12,17,18,16,1,10,25
iter1904,21,25,14,26,23,7,16,3,4,8,11,6,20,19,2,18,27,17,24,10,12,1,9,13,15,0,5,22
iter1905,20,24,11,26,25,5,14,1,15,9,17,10,0,19,6,16,27,7,8,2,13,4,22,21,18,3,12,23
iter1906,19,27,5,26,22,4,11,17,15,1,7,9,24,21,6,10,25,14,18,2,16,3,12,20,13,0,8,23
iter1907,21,17,15,26,25,7,16,0,2,3,13,12,6,22,5,20,27,10,24,8,11,9,14,19,18,1,4,23
iter1908,21,19,6,26,24,1,16,7,12,3,14,4,17,18,2,5,27,8,23,13,10,11,22,20,15,0,9,25
iter1909,22,7,6,26,25,5,14,10,24,8,11,4,2,21,1,13,27,19,17,12,18,3,16,20,15,0,9,23
iter1910,21,22,15,27,26,10,19,1,3,4,13,8,0,23,14,17,7,9,24,12,20,6,5,18,16,2,11,25
iter1911,20,14,18,26,22,6,13,3,0,15,16,7,2,19,4,11,27,17,8,21,9,5,24,23,12,1,10,25
iter1912,21,23,8,26,27,4,13,3,1,15,12,9,17,20,6,10,25,14,11,18,19,2,5,22,16,0,7,24
iter1913,23,10,12,26,24,7,17,0,3,6,13,8,5,19,11,14,27,9,18,2,22,15,21,20,16,1,4,25
iter1914,20,21,11,25,23,6,18,0,2,10,12,7,26,19,3,14,27,17,4,22,16,9,5,15,13,1,8,24
iter1915,23,20,12,26,25,6,16,1,2,5,11,10,4,22,15,8,27,17,13,3,14,7,19,18,21,0,9,24
iter1916,20,11,6,26,24,4,17,1,22,3,12,10,21,18,14,19,27,8,25,7,9,2,16,13,15,0,5,23
iter1917,19,24,16,25,23,1,13,10,3,2,12,6,26,21,5,8,27,14,15,11,17,9,4,18,20,0,7,22
iter1918,22,24,16,26,23,3,12,0,10,11,8,6,2,21,19,4,27,17,14,5,9,13,18,20,15,1,7,25
iter1919,21,20,10,26,24,6,16,18,0,1,13,7,22,17,15,9,27,4,23,2,11,8,12,19,14,3,5,25
iter1920,22,25,18,26,23,7,13,0,9,3,14,10,16,20,15,2,27,19,11,5,4,1,12,21,17,6,8,24
iter1921,20,21,23,26,22,4,11,7,1,6,13,5,9,17,3,10,27,16,25,12,15,2,19,18,14,0,8,24
iter1922,22,20,21,25,24,7,17,0,8,16,14,10,3,23,11,9,27,12,6,13,15,1,4,19,18,2,5,26
iter1923,20,18,11,24,23,2,14,7,1,9,12,8,22,19,15,16,27,21,25,5,4,3,10,17,13,0,6,26
iter1924,17,12,15,26,23,3,10,0,22,7,11,2,25,21,8,14,27,18,9,4,5,13,16,19,20,1,6,24
iter1925,20,23,13,26,24,7,12,1,16,4,17,10,22,21,5,18,27,8,9,6,15,2,11,14,19,0,3,25
iter1926,22,25,15,26,23,9,17,4,2,10,5,6,0,18,11,13,27,24,12,7,19,14,8,20,16,1,3,21
iter1927,22,20,5,26,24,7,15,3,11,13,16,4,0,19,9,10,27,18,23,2,6,17,12,21,14,1,8,25
iter1928,19,13,10,26,21,4,15,8,1,2,11,6,5,20,17,7,27,22,24,3,18,9,14,23,16,0,12,25
iter1929,20,21,22,26,25,3,10,1,6,2,12,9,15,17,13,11,27,4,24,23,5,7,18,16,14,0,8,19
iter1930,22,23,20,26,24,7,19,4,0,3,16,8,1,21,13,14,27,11,9,6,12,2,15,17,18,5,10,25
iter1931,19,24,12,26,21,3,15,0,4,5,10,9,23,22,14,11,27,13,2,6,16,8,18,20,17,1,7,25
iter1932,22,21,19,27,25,6,11,5,9,7,12,10,1,20,8,14,24,17,2,18,13,3,16,23,15,0,4,26
iter1933,23,11,22,26,25,5,17,0,1,6,14,9,19,21,3,20,27,16,2,7,10,15,8,18,13,12,4,24
iter1934,24,21,15,27,25,3,9,1,2,10,16,6,20,23,7,5,26,4,18,8,14,13,11,19,17,0,12,22
iter1935,20,14,17,26,22,3,11,5,1,4,9,6,25,21,13,16,27,18,23,7,10,8,24,15,12,0,2,19
iter1936,21,18,5,26,23,4,17,6,14,3,9,8,20,19,7,13,27,10,1,0,22,25,12,15,16,2,11,24
iter1937,20,23,7,26,24,4,15,2,1,5,8,9,12,21,19,17,27,13,14,16,10,11,6,22,18,0,3,25
iter1938,20,21,4,26,24,6,16,5,2,8,10,9,11,15,13,7,27,23,19,12,22,3,17,18,14,0,1,25
iter1939,23,25,6,26,19,3,14,1,17,11,13,5,0,21,15,8,27,20,16,22,10,7,9,18,12,2,4,24
iter1940,23,24,1,26,21,9,20,6,5,3,8,7,2,22,4,12,27,11,17,16,13,14,15,18,19,0,10,25
iter1941,22,18,13,26,24,4,17,2,15,11,8,6,9,23,3,12,27,14,16,0,25,7,10,21,19,1,5,20
iter1942,24,19,5,27,26,4,11,1,22,7,10,12,8,17,2,3,25,9,18,13,15,14,20,21,16,0,6,23
iter1943,24,8,18,26,21,4,13,2,0,9,14,10,1,20,12,6,27,5,23,17,11,15,19,22,16,3,7,25
iter1944,21,25,14,26,23,5,12,6,2,4,13,9,0,19,10,11,27,18,22,3,16,7,20,17,15,1,8,24
iter1945,19,23,22,25,24,5,14,13,3,7,12,11,0,16,4,18,27,9,10,21,20,2,8,15,17,1,6,26
iter1946,20,21,11,25,23,3,9,13,0,1,10,5,7,16,2,17,27,15,24,12,14,8,22,19,18,4,6,26
iter1947,20,25,15,24,21,3,14,2,1,13,10,9,7,22,6,8,27,17,5,4,19,12,16,23,18,0,11,26
iter1948,21,26,19,24,23,3,17,0,2,11,10,9,20,15,8,16,27,13,18,5,6,1,7,22,14,4,12,25
iter1949,19,24,18,25,21,6,10,1,0,8,14,7,22,23,12,16,27,3,13,4,9,20,17,15,11,2,5,26
iter1950,19,23,13,25,21,4,9,2,1,18,12,6,26,15,8,17,27,16,22,10,7,3,14,20,11,0,5,24
iter1951,21,24,17,26,25,7,11,1,6,2,9,4,5,19,3,15,27,10,12,16,22,13,14,18,20,0,8,23
iter1952,22,23,8,26,24,5,13,6,1,9,17,11,3,20,19,16,27,15,7,2,14,0,12,21,18,4,10,25
iter1953,24,7,4,26,25,6,19,1,10,5,9,12,16,21,18,17,27,3,23,8,13,0,14,20,15,2,11,22
iter1954,22,26,23,27,24,6,13,15,1,12,11,5,9,20,7,18,21,17,10,3,4,2,14,16,19,0,8,25
iter1955,22,19,5,26,24,9,15,0,13,10,12,6,23,20,4,7,27,11,16,8,14,2,18,21,17,1,3,25
iter1956,21,24,17,26,16,7,13,11,4,8,10,9,0,22,6,18,27,14,3,2,23,19,12,20,15,1,5,25
iter1957,22,11,18,26,24,6,10,1,3,16,12,7,0,23,15,8,27,20,4,19,17,9,14,21,13,2,5,25
iter1958,15,24,16,26,22,4,13,5,0,2,11,7,25,20,6,9,27,19,23,18,14,8,12,17,10,1,3,21
iter1959,19,17,13,26,24,8,16,2,0,14,11,12,1,23,4,5,27,22,10,6,21,7,15,20,18,3,9,25
iter1960,17,23,16,26,20,2,4,6,24,0,8,3,22,21,5,14,27,10,19,12,18,7,9,15,11,1,13,25
iter1961,21,14,9,26,25,8,17,16,6,3,7,10,4,23,11,18,27,5,15,2,22,1,12,20,19,0,13,24
iter1962,22,24,21,26,25,4,15,8,7,5,12,6,1,20,2,16,27,13,18,9,11,14,10,19,17,0,3,23
iter1963,19,24,5,26,22,4,12,1,2,6,10,8,23,20,3,15,27,11,13,21,9,18,14,16,17,0,7,25
iter1964,20,22,15,26,25,4,16,8,2,1,18,6,11,23,7,14,27,9,13,5,19,10,21,17,12,0,3,24
iter1965,22,17,7,25,26,5,14,3,12,10,15,6,2,16,8,18,27,9,24,0,13,11,20,21,19,1,4,23
iter1966,23,16,13,26,25,4,11,2,19,10,9,3,27,17,5,6,24,20,21,1,14,15,8,18,12,0,7,22
iter1967,23,21,18,24,22,8,13,4,5,1,14,9,26,19,12,10,27,3,11,0,15,7,16,20,17,2,6,25
iter1968,19,25,22,26,24,9,16,6,15,3,13,8,0,21,18,10,27,11,4,5,14,2,12,23,17,1,7,20
iter1969,22,16,19,25,24,3,14,0,13,12,15,2,9,23,11,6,27,5,17,10,8,4,20,21,18,1,7,26
iter1970,22,26,4,24,23,5,16,3,2,6,14,7,10,19,9,11,27,8,21,13,20,0,15,17,18,1,12,25
iter1971,18,13,23,26,24,5,17,4,0,3,11,9,21,20,7,12,27,15,25,22,8,10,6,19,14,2,1,16
iter1972,20,25,17,26,23,6,14,5,0,3,16,8,15,21,11,12,27,19,4,10,18,1,9,22,13,2,7,24
iter1973,22,26,11,25,24,6,15,0,1,14,13,9,23,20,10,12,27,8,18,5,7,3,17,21,16,2,4,19
iter1974,22,21,7,27,26,10,14,2,11,5,17,13,1,20,8,15,24,18,3,6,16,9,12,23,19,0,4,25
iter1975,21,22,19,26,23,5,10,0,14,3,13,6,1,17,11,9,27,15,24,18,12,4,8,20,16,2,7,25
iter1976,22,14,3,26,24,6,13,1,4,7,9,11,0,21,5,12,27,18,23,17,15,8,19,20,16,2,10,25
iter1977,24,18,8,26,25,2,17,0,7,1,13,3,5,21,10,14,27,15,16,20,9,11,19,22,12,6,4,23
iter1978,21,24,15,25,23,5,12,2,11,8,13,9,4,19,14,17,27,3,20,10,22,0,6,18,16,1,7,26
iter1979,22,23,12,26,25,8,11,9,0,2,15,7,19,17,6,14,27,3,21,4,18,5,13,20,16,1,10,24
iter1980,20,23,17,26,24,9,16,4,2,5,8,6,0,21,11,14,27,7,15,3,10,12,22,18,19,1,13,25
iter1981,24,18,23,26,25,4,15,0,12,8,14,10,3,20,6,16,27,5,7,11,13,2,22,19,17,1,9,21
iter1982,22,18,11,26,25,8,14,6,2,3,13,7,0,21,10,19,27,5,23,9,16,12,15,20,17,1,4,24
iter1983,21,24,15,25,22,7,11,0,23,8,14,4,20,18,5,10,27,12,13,2,17,3,9,19,16,1,6,26
iter1984,22,25,3,26,24,4,19,0,2,11,9,6,13,18,5,12,27,15,14,7,20,8,21,17,16,1,10,23
iter1985,22,12,6,26,25,4,13,0,3,5,11,8,21,19,10,9,27,15,20,2,16,14,24,18,17,1,7,23
iter1986,24,15,17,26,25,7,14,22,1,8,18,5,0,19,20,12,27,3,10,4,6,13,9,21,16,2,11,23
iter1987,22,23,17,26,24,5,11,6,12,8,13,7,0,20,10,18,27,15,2,9,21,4,16,19,14,1,3,25
iter1988,22,18,7,26,25,5,11,2,8,16,14,9,4,20,19,15,27,13,23,10,21,1,3,17,12,0,6,24
iter1989,21,26,11,27,24,3,9,1,2,12,10,6,23,22,16,17,25,8,5,7,18,14,13,19,15,0,4,20
iter1990,21,19,15,25,23,4,18,1,6,8,12,5,27,22,11,14,26,9,16,17,7,2,3,20,13,0,10,24
iter1991,21,23,6,26,24,7,13,1,15,4,12,5,18,17,3,20,27,11,19,8,16,2,10,22,14,0,9,25
iter1992,22,18,19,26,24,5,15,12,3,1,14,7,23,21,9,13,27,4,11,10,16,2,8,20,17,0,6,25
iter1993,22,24,20,26,23,7,12,9,1,5,10,8,2,21,15,13,27,18,4,14,16,3,11,19,17,0,6,25
iter1994,22,23,17,25,26,4,11,1,2,7,15,10,14,21,6,18,27,12,5,8,19,9,13,20,16,0,3,24
iter1995,23,9,17,26,22,2,13,1,24,5,11,7,12,21,4,8,27,20,19,16,3,10,15,18,14,0,6,25
iter1996,17,25,8,26,23,4,16,0,15,7,12,6,10,21,3,20,27,14,13,11,18,2,9,22,19,1,5,24
iter1997,21,23,13,26,22,2,19,1,0,10,15,6,18,16,9,8,27,17,25,14,7,5,11,20,12,4,3,24
iter1998,22,23,7,26,25,6,15,11,0,9,14,12,2,21,5,10,27,13,16,3,17,8,20,19,18,1,4,24
iter1999,21,25,18,26,22,5,14,0,4,2,12,10,9,20,8,11,27,13,24,7,16,3,15,19,17,1,6,23
iter2000,22,17,23,26,21,5,20,2,1,7,9,6,3,18,16,11,27,10,25,13,14,4,15,19,12,0,8,24
iter2001,20,21,10,23,24,4,13,6,1,2,15,7,26,19,17,22,27,11,8,9,14,3,12,16,18,0,5,25
iter2002,24,23,15,26,25,7,14,0,6,4,13,10,8,17,9,16,27,21,18,5,12,1,11,22,19,2,3,20
iter2003,20,24,4,25,23,1,14,7,3,5,12,8,26,18,10,16,27,13,2,9,15,6,19,21,17,0,11,22
iter2004,22,19,16,26,25,7,11,10,2,3,8,5,24,21,13,20,27,6,9,15,18,0,14,17,12,1,4,23
iter2005,17,10,4,26,24,2,12,5,1,6,14,8,0,19,13,16,27,11,23,21,20,7,18,22,15,3,9,25
iter2006,21,18,13,24,23,4,16,0,7,2,11,8,26,14,9,19,27,5,20,10,17,1,22,12,15,3,6,25
iter2007,22,23,14,27,24,3,11,1,9,10,17,8,20,25,12,6,18,16,21,7,4,5,13,19,15,0,2,26
iter2008,24,21,4,27,23,6,17,2,1,5,15,10,3,19,8,12,26,11,14,9,13,22,20,18,16,0,7,25
iter2009,20,23,3,25,26,7,12,0,2,6,11,8,13,24,9,10,27,17,18,22,14,5,21,15,16,1,4,19
iter2010,23,17,5,26,25,6,11,2,0,3,8,10,4,22,20,12,27,13,21,7,18,19,14,15,16,1,9,24
iter2011,19,21,15,25,22,6,17,4,2,9,13,10,0,24,14,11,27,5,3,8,12,23,18,20,16,1,7,26
iter2012,21,24,22,26,23,6,16,0,14,12,13,11,7,20,9,4,27,15,8,5,18,3,1,19,17,2,10,25
iter2013,18,22,17,25,24,4,13,1,3,11,10,6,5,20,2,12,27,7,23,15,21,9,14,19,16,0,8,26
iter2014,19,27,12,26,24,6,14,2,4,17,8,7,0,20,3,15,25,18,22,11,13,5,10,21,16,1,9,23
iter2015,21,23,16,26,24,5,12,6,4,2,14,7,11,17,3,10,27,8,25,0,9,20,15,19,18,1,13,22
iter2016,21,25,22,23,27,6,14,5,9,3,10,8,2,20,1,13,12,17,24,11,15,0,19,16,18,7,4,26
iter2017,20,24,15,26,23,5,12,1,3,4,6,7,0,22,16,8,27,13,14,21,18,10,17,19,11,2,9,25
iter2018,16,21,19,26,24,4,20,3,1,7,11,8,2,23,6,9,27,14,17,12,18,5,13,22,15,0,10,25
iter2019,24,14,10,26,25,3,11,0,6,2,16,5,23,19,8,13,27,12,21,9,20,7,15,17,18,1,4,22
iter2020,22,23,17,26,24,7,15,3,2,8,14,9,0,20,5,11,27,16,4,12,13,10,21,19,18,1,6,25
iter2021,23,16,18,27,25,7,17,2,4,6,11,10,0,21,14,8,26,12,20,13,3,5,19,22,15,1,9,24
iter2022,19,20,8,26,24,7,17,2,0,13,15,9,1,22,5,11,27,10,23,4,14,12,21,18,16,3,6,25
iter2023,23,19,7,26,25,5,16,6,18,3,14,8,0,20,10,13,27,4,15,2,11,12,17,21,22,1,9,24
iter2024,20,24,8,25,23,5,18,2,13,4,16,11,3,17,6,7,27,15,12,0,22,1,19,21,14,9,10,26
iter2025,23,20,9,26,25,4,15,1,10,6,8,7,13,22,2,12,27,14,19,5,11,0,17,21,16,3,18,24
iter2026,19,20,18,25,23,4,14,0,6,9,13,5,21,17,3,8,27,7,22,2,24,11,10,16,15,1,12,26
iter2027,23,22,18,26,25,2,16,3,5,6,14,8,4,17,9,12,27,20,10,1,15,13,11,21,19,0,7,24
iter2028,16,20,8,26,23,2,13,15,5,4,14,6,24,18,17,22,27,9,19,7,12,1,11,21,10,0,3,25
iter2029,23,19,12,25,26,4,20,3,2,5,9,8,0,18,10,6,27,21,17,13,16,14,15,22,11,1,7,24
iter2030,20,24,5,25,27,4,15,1,3,14,10,8,6,17,21,22,23,13,19,11,9,2,12,18,16,0,7,26
iter2031,20,22,8,26,23,9,13,3,0,12,18,4,7,21,6,15,27,17,24,5,11,1,16,19,14,2,10,25
iter2032,17,9,19,26,23,6,13,4,15,10,8,7,0,25,16,2,27,14,1,12,20,11,22,21,18,3,5,24
iter2033,20,22,21,26,25,4,16,10,13,6,11,5,0,15,12,7,27,8,24,2,19,3,9,18,14,1,17,23
iter2034,20,21,13,26,24,5,14,4,0,7,12,10,27,18,9,8,25,11,22,3,19,2,16,17,15,1,6,23
iter2035,23,26,24,27,22,6,15,10,18,11,5,8,0,20,9,13,16,12,21,2,17,3,7,19,14,1,4,25
iter2036,23,14,13,25,24,5,17,0,1,4,7,8,2,22,16,21,27,9,15,3,12,10,19,20,18,11,6,26
iter2037,16,15,4,26,23,2,8,7,22,13,9,11,0,17,5,21,27,6,24,12,20,14,10,18,19,1,3,25
iter2038,20,24,18,26,23,5,9,1,15,3,12,8,0,21,16,13,27,22,7,10,19,2,11,17,14,4,6,25
iter2039,24,19,5,26,23,4,15,10,7,20,17,6,1,16,9,13,27,21,3,11,8,2,14,22,18,0,12,25
iter2040,20,21,7,24,27,9,11,1,5,17,14,2,16,22,3,8,23,10,26,15,18,6,12,19,13,0,4,25
iter2041,21,24,25,23,22,7,13,2,10,11,6,5,1,17,9,8,27,12,19,20,15,4,18,14,16,0,3,26
iter2042,23,20,14,26,24,8,18,2,16,4,10,6,0,21,9,12,27,15,13,5,19,3,11,22,17,7,1,25
iter2043,21,11,16,24,23,4,13,8,7,6,5,10,1,22,9,20,27,15,25,14,17,2,12,19,18,0,3,26
iter2044,22,26,11,24,23,6,16,3,1,7,14,8,2,19,9,15,27,4,10,21,18,13,17,20,12,0,5,25
iter2045,23,21,12,26,24,4,10,2,13,8,17,9,1,20,6,11,27,16,14,7,18,5,19,22,15,0,3,25
iter2046,23,24,13,27,18,5,14,0,4,1,8,6,22,19,17,20,25,9,11,2,15,12,10,21,16,3,7,26
iter2047,22,15,8,26,25,7,16,6,0,5,19,11,2,14,9,18,27,10,12,3,23,4,20,21,17,1,13,24
iter2048,18,21,20,26,23,6,16,3,0,4,13,7,12,22,1,14,27,5,24,11,15,8,9,19,17,2,10,25
