,R:VERB:FORM,R:VERB:TENSE,M:NOUN,U:PREP,M:VERB:TENSE,R:PRON,R:SPELL,R:ADV,U:NOUN:POSS,R:ORTH,M:DET,U:OTHER,R:NOUN,U:ADV,M:ADJ,R:PREP,R:CONJ,U:NOUN,M:VERB:FORM,R:NOUN:NUM,R:NOUN:POSS,U:VERB:FORM,R:CONTR,M:ADV,U:DET,U:PUNCT,M:PRON,U:PART,R:NOUN:INFL,M:PART,M:CONJ,R:VERB:SVA,M:PUNCT,R:PUNCT,M:NOUN:POSS,U:VERB:TENSE,U:PRON,U:CONJ,R:WO,R:VERB,R:ADJ,M:PREP,R:VERB:INFL,U:ADJ,U:VERB,M:OTHER,U:CONTR,UNK,R:OTHER,R:PART,R:MORPH,R:DET,M:VERB,R:ADJ:FORM
iter14,43,27,42,32,24,2,44,30,10,19,14,28,23,21,31,17,45,6,49,29,1,40,47,7,11,12,36,9,51,0,8,41,15,25,3,39,34,50,37,16,22,35,52,18,20,4,53,46,26,5,33,13,48,38
iter15,44,33,35,39,15,4,47,38,40,28,23,34,21,24,37,17,36,8,51,27,0,22,49,5,12,20,9,1,48,11,13,42,16,31,2,29,52,50,30,18,10,41,3,45,25,6,53,46,26,7,32,14,43,19
iter16,51,30,22,44,11,4,52,9,31,38,36,39,23,37,34,27,14,10,45,29,0,19,20,8,12,26,15,3,53,2,40,43,21,33,7,49,17,46,41,24,18,47,25,28,35,6,1,50,32,5,42,13,48,16
iter17,49,32,35,39,38,9,23,21,10,37,22,29,26,19,17,14,25,8,50,31,0,28,48,2,12,24,36,11,52,1,5,46,16,18,6,34,47,51,43,20,13,42,53,27,40,7,4,44,33,3,41,15,45,30
iter18,46,21,27,35,14,6,38,23,26,41,18,22,15,31,43,19,7,4,51,25,1,11,49,3,13,9,32,20,50,0,5,42,12,29,8,24,47,52,39,30,33,44,17,48,40,10,53,36,28,2,37,16,45,34
iter19,50,30,8,29,18,2,51,5,38,35,25,32,21,15,49,17,33,6,44,28,0,9,48,3,13,20,34,7,52,19,12,40,23,27,10,37,46,43,36,26,22,47,53,31,39,4,14,41,24,1,42,16,45,11
iter20,46,32,45,41,19,6,36,34,25,13,23,26,20,17,47,16,2,11,50,30,0,37,51,7,10,9,18,15,49,1,42,39,14,22,4,28,35,48,38,27,12,40,53,24,21,5,52,44,29,3,31,8,43,33
iter21,49,28,40,25,17,2,45,29,10,14,20,37,23,36,39,22,42,5,15,27,0,48,44,3,11,8,16,4,53,34,19,47,9,31,13,38,35,52,51,21,26,41,24,32,43,6,12,50,30,1,33,18,46,7
iter22,42,36,34,31,15,6,39,33,37,29,18,32,24,26,9,13,43,3,49,27,0,41,52,5,11,16,4,1,47,48,10,40,14,21,7,44,53,51,30,17,20,35,12,23,28,8,50,46,25,2,38,22,45,19
iter23,48,37,33,38,18,3,50,30,8,35,27,25,22,21,39,19,15,9,51,23,0,28,46,5,10,13,12,2,52,1,31,41,26,34,4,47,45,49,44,16,11,40,17,20,32,7,53,42,29,6,36,14,43,24
iter24,48,31,36,41,19,5,49,18,2,38,27,28,25,35,20,16,26,9,52,21,0,13,44,4,11,17,33,10,42,1,39,46,15,45,8,37,43,51,32,23,14,24,6,12,40,3,53,50,29,7,34,22,47,30
iter25,45,27,24,37,30,2,44,25,15,21,19,28,26,32,42,13,10,7,34,22,0,38,33,20,9,6,47,3,51,11,18,46,12,14,4,16,40,50,36,17,31,35,52,41,43,5,53,48,29,1,39,8,49,23
iter26,47,38,20,37,21,8,45,28,26,34,27,35,23,14,31,13,40,2,52,33,0,9,39,5,12,11,18,3,49,1,17,44,10,25,4,32,24,50,29,22,19,36,51,15,43,7,53,46,30,6,42,16,48,41
iter27,44,26,35,45,18,5,43,29,15,41,23,33,31,27,19,12,2,9,50,30,0,25,52,8,11,21,14,1,51,7,40,46,24,22,3,42,49,47,37,28,10,34,17,32,20,4,53,48,36,6,38,13,39,16
iter28,45,25,41,18,28,3,43,38,49,14,20,26,30,37,22,15,51,5,50,24,0,32,53,9,19,10,17,8,52,12,27,39,13,21,7,35,48,46,42,16,29,36,1,33,34,6,2,44,31,4,40,23,47,11
iter29,38,25,43,37,19,6,45,16,39,32,13,28,24,42,34,20,2,5,46,22,0,9,29,3,11,21,14,26,52,1,4,48,15,36,12,41,33,47,40,23,18,35,51,17,30,8,53,44,27,7,31,10,50,49
iter30,47,28,44,27,30,8,46,22,32,25,31,36,35,16,5,13,50,11,51,26,0,4,48,9,12,14,17,1,49,21,6,40,20,18,3,45,41,52,34,23,33,38,19,10,29,7,53,39,24,2,37,15,42,43
iter31,48,36,31,29,19,9,53,17,21,22,23,40,30,26,16,18,10,8,51,27,1,50,43,2,12,11,42,6,52,20,33,44,13,34,7,45,32,49,37,28,14,38,0,35,24,5,4,47,25,3,41,15,46,39
iter32,50,18,47,29,36,5,49,9,27,25,19,34,21,23,39,17,2,10,41,32,0,16,52,3,12,28,6,15,51,38,20,44,14,35,8,48,31,46,42,24,13,40,1,33,30,7,53,45,26,4,43,22,37,11
iter33,41,33,17,40,14,5,49,38,50,32,27,30,26,35,36,19,0,10,48,34,3,18,46,11,13,15,21,8,51,45,1,43,23,28,4,42,44,52,37,16,12,25,2,24,22,6,53,39,31,9,29,20,47,7
iter34,45,15,41,39,26,6,49,35,10,22,21,31,24,30,47,27,12,9,32,23,0,48,51,5,13,7,19,1,44,2,29,42,14,40,8,34,36,43,37,17,18,38,52,16,25,3,53,46,28,11,33,20,50,4
iter35,47,34,39,43,13,6,50,31,21,35,24,27,16,28,14,17,48,9,45,23,1,44,53,3,10,33,37,4,52,15,8,42,18,26,5,32,46,51,41,19,22,36,0,20,25,7,11,40,30,2,38,12,49,29
iter36,49,31,27,37,30,3,52,33,11,24,22,32,21,28,36,18,34,9,51,26,0,19,42,7,13,16,14,6,53,4,43,44,15,17,5,41,39,50,47,23,12,25,35,46,38,8,1,45,29,2,40,20,48,10
iter37,44,33,40,41,23,2,43,25,37,17,27,31,11,26,38,28,16,6,50,30,0,51,18,7,13,14,8,3,49,9,10,42,12,24,4,34,35,47,45,22,19,36,52,21,32,5,53,46,29,1,39,20,48,15
iter38,49,23,27,37,19,1,47,35,48,25,26,29,31,20,11,14,32,3,41,24,0,13,12,6,9,17,33,4,52,28,10,46,15,30,7,42,40,51,43,21,5,45,39,16,38,8,53,44,22,2,34,18,50,36
iter39,48,32,46,30,29,7,49,39,41,36,25,38,26,37,22,21,4,12,51,34,1,23,42,13,10,6,3,2,53,9,17,44,19,20,16,31,43,52,50,24,11,27,33,14,28,8,0,45,35,5,40,15,47,18
iter40,49,31,11,38,17,4,51,37,34,20,27,33,32,40,26,19,1,6,50,29,0,47,9,2,14,30,12,13,53,10,41,45,18,22,8,21,52,44,23,25,28,35,16,42,36,7,5,43,24,3,39,15,48,46
iter41,45,36,41,37,22,6,49,35,3,12,27,30,17,8,50,15,34,1,52,28,0,53,51,4,13,11,24,7,47,48,18,39,14,25,2,38,46,42,33,26,20,40,23,19,21,5,9,43,29,10,31,32,44,16
iter42,45,32,39,27,16,5,48,36,10,30,14,23,31,33,42,20,11,3,47,25,0,51,49,7,8,19,37,2,52,46,38,41,17,26,4,22,44,53,34,13,21,35,50,12,15,6,9,40,28,1,18,29,43,24
iter43,44,28,32,38,16,7,51,42,13,37,27,33,24,36,9,22,31,10,52,29,1,2,20,8,12,23,18,4,53,21,17,41,19,40,11,47,34,50,43,30,14,46,0,26,45,6,3,49,35,5,39,15,48,25
iter44,48,31,33,28,13,7,45,12,38,26,27,40,32,16,15,23,17,11,52,34,0,46,49,2,20,9,8,3,51,6,14,43,21,25,1,44,50,47,29,24,18,35,53,37,19,5,10,36,30,4,39,22,41,42
iter45,45,28,20,47,35,12,44,33,11,31,25,37,29,43,32,17,2,5,51,22,0,1,7,10,13,23,24,6,52,26,8,40,16,21,4,38,41,48,50,30,18,39,46,34,19,9,53,42,27,3,36,14,49,15
iter46,47,27,21,28,17,5,48,8,45,36,18,25,19,22,38,14,31,7,52,23,0,37,50,6,11,29,9,2,53,3,16,30,10,20,15,32,40,46,35,12,24,34,43,39,33,4,51,44,26,1,42,13,49,41
iter47,46,21,30,27,22,9,50,38,49,25,32,31,16,37,26,14,33,6,45,23,0,15,48,4,11,18,28,3,51,1,8,42,17,39,5,24,40,43,41,29,12,35,52,19,20,7,53,44,34,2,36,13,47,10
iter48,42,24,43,29,14,3,35,37,5,25,26,32,17,30,8,13,31,12,39,22,0,49,50,15,10,18,16,1,51,36,6,38,19,27,4,20,47,48,33,21,9,40,52,34,23,2,53,44,28,11,41,7,46,45
iter49,50,20,13,39,26,3,34,16,19,33,23,35,32,25,28,18,9,8,46,36,0,45,51,7,11,15,31,5,52,1,14,42,10,27,4,41,40,48,43,24,12,38,53,22,21,6,49,44,29,2,37,30,47,17
iter50,44,32,24,36,22,7,50,10,37,26,21,34,18,29,35,17,2,12,52,25,1,14,42,5,13,9,16,3,51,23,33,43,11,30,8,31,46,49,40,27,38,45,0,47,19,4,53,41,28,6,39,15,48,20
iter51,48,31,32,37,24,5,50,36,9,18,21,34,20,30,39,28,3,8,52,27,1,15,33,7,11,17,41,13,51,10,29,42,19,25,6,40,47,53,46,35,14,43,0,22,23,12,2,44,26,4,45,16,49,38
iter52,45,33,26,36,27,5,50,39,46,24,22,37,34,30,21,15,17,8,53,28,0,47,43,9,13,25,16,3,52,19,10,49,11,31,4,42,20,51,32,23,14,40,1,12,44,6,2,35,29,7,38,18,41,48
iter53,47,25,28,29,15,4,42,35,49,24,21,37,33,20,11,13,3,10,51,27,0,32,46,8,12,23,19,6,50,2,41,43,17,30,7,45,34,52,48,16,14,31,53,18,39,5,1,44,22,9,40,26,38,36
iter54,44,29,33,39,28,7,48,22,4,36,25,35,23,32,26,21,47,11,50,24,0,19,46,9,13,17,16,1,51,10,20,40,15,30,8,37,43,52,42,14,12,41,53,5,34,6,2,45,27,3,38,18,49,31
iter55,42,21,43,40,22,1,48,12,45,24,26,31,25,30,35,18,29,6,46,28,0,13,50,10,7,9,19,14,52,4,5,47,20,34,11,39,37,51,16,15,33,36,8,27,32,3,53,44,23,2,41,17,49,38
iter56,47,25,44,33,12,5,48,2,19,42,23,32,30,16,29,22,39,6,49,27,1,35,52,4,14,18,20,7,51,9,17,46,15,40,8,43,36,50,41,24,26,37,53,28,34,10,0,45,21,3,31,13,38,11
iter57,44,26,31,36,24,6,52,34,2,21,28,40,27,41,32,22,50,12,47,23,0,20,51,4,10,7,9,3,25,5,30,45,14,42,8,48,13,49,43,19,17,37,11,33,35,1,53,39,29,15,38,16,46,18
iter58,44,31,38,36,16,2,52,23,37,32,18,28,19,34,15,12,33,7,45,20,1,6,50,8,14,9,41,3,47,42,27,46,21,26,10,13,39,51,40,11,24,30,0,35,29,5,53,43,25,4,22,17,48,49
iter59,49,25,23,37,21,4,50,29,12,35,28,36,26,18,19,16,3,10,51,31,0,43,40,5,15,27,11,7,52,2,14,44,13,33,9,32,46,45,38,30,17,41,53,20,42,6,1,48,34,8,39,22,47,24
iter60,47,22,45,33,18,4,46,29,19,25,28,36,21,40,48,23,34,11,50,32,0,9,51,3,13,12,10,1,52,2,24,41,17,31,5,37,35,49,43,27,20,44,53,14,26,6,15,42,30,7,39,16,38,8
iter61,44,31,35,39,7,4,49,32,24,40,18,25,23,16,37,20,1,6,48,29,0,19,51,17,8,10,30,5,50,21,14,42,12,41,9,46,28,47,26,11,15,33,52,34,36,3,53,43,27,2,38,13,45,22
iter62,47,31,38,41,19,7,51,33,50,30,24,39,25,14,18,15,5,9,49,26,0,28,35,8,13,11,21,3,45,1,12,44,27,32,10,42,46,52,43,17,23,34,53,37,16,6,2,48,29,4,40,20,36,22
iter63,48,26,37,35,15,3,49,44,4,29,22,33,30,25,17,24,1,9,51,32,0,10,41,8,12,13,20,11,52,18,21,46,16,19,6,43,40,50,45,23,39,36,2,34,31,7,53,47,28,5,38,14,42,27
iter64,43,38,42,35,27,8,46,37,3,36,25,39,26,29,20,14,45,10,50,19,2,31,48,11,13,12,9,15,52,0,18,47,16,34,6,32,23,51,17,30,21,33,53,24,44,7,1,41,28,4,40,22,49,5
iter65,46,29,32,44,15,3,52,35,11,26,25,33,23,39,10,18,14,6,49,30,1,13,50,9,12,21,28,8,41,20,42,40,16,37,2,43,51,53,38,19,17,34,0,5,27,4,48,45,31,7,36,24,47,22
iter66,47,28,32,36,34,4,50,41,15,23,25,29,22,24,18,26,19,7,37,30,0,20,42,3,14,13,11,2,52,17,6,48,12,33,8,49,45,51,35,27,40,38,53,16,43,9,1,44,31,5,39,21,46,10
iter67,48,29,31,32,16,4,37,14,28,30,23,35,20,26,11,24,10,13,51,25,0,6,21,3,12,9,41,1,50,7,17,44,22,33,2,39,36,47,42,19,18,43,52,34,46,5,53,49,27,8,38,15,40,45
iter68,46,35,22,39,12,4,40,16,49,17,26,37,23,32,31,20,1,3,45,19,0,10,24,8,11,33,30,15,51,5,21,42,28,38,9,44,50,48,41,29,14,27,52,36,13,6,53,47,25,2,34,18,43,7
iter69,48,25,49,39,12,5,45,43,4,32,24,41,18,33,17,19,52,6,50,22,1,14,42,10,15,27,31,9,51,2,20,44,13,23,16,38,34,53,29,26,11,36,21,46,47,7,0,40,30,3,35,28,37,8
iter70,47,33,41,36,22,6,46,16,49,34,31,32,28,38,25,24,48,9,52,35,1,5,23,10,12,13,50,3,53,42,19,44,14,18,4,15,40,51,37,20,21,29,0,17,27,7,2,43,30,8,39,26,45,11
iter71,46,33,14,39,25,3,41,23,15,30,24,36,31,16,17,18,0,8,51,28,2,50,34,4,11,12,37,1,44,32,13,47,22,29,6,45,38,52,48,19,9,43,10,27,26,5,53,42,35,7,40,21,49,20
iter72,46,30,27,37,24,4,50,35,13,18,33,36,25,17,29,14,43,8,51,26,0,19,48,9,7,11,21,1,49,2,22,45,15,34,5,31,39,52,40,16,12,42,41,23,44,3,53,47,28,6,38,20,32,10
iter73,47,29,22,40,16,2,28,45,31,36,26,30,21,27,6,19,35,4,51,25,0,48,43,3,12,10,8,13,50,44,9,39,17,37,7,38,41,49,42,24,20,33,52,11,14,5,53,34,23,1,32,18,46,15
iter74,47,30,34,44,22,8,46,24,11,35,20,25,33,19,42,18,2,10,50,29,1,36,28,7,16,12,51,6,52,0,38,41,13,32,5,23,39,48,26,21,9,37,43,31,15,3,53,45,27,4,40,14,49,17
iter75,45,27,28,37,36,5,41,31,20,18,26,35,22,19,42,17,21,10,44,24,0,9,50,3,12,16,11,6,48,2,47,43,14,33,8,46,38,51,32,23,30,25,53,15,34,7,52,49,29,1,39,13,40,4
iter76,47,25,41,42,10,4,21,32,16,40,24,35,28,34,18,17,38,7,50,31,0,51,39,6,14,27,5,1,49,23,26,45,11,19,8,46,53,52,43,15,33,44,48,20,22,3,13,37,29,9,30,12,36,2
iter77,49,26,37,36,18,3,51,24,35,16,14,30,22,33,46,17,15,11,40,23,0,9,47,5,12,10,29,2,50,7,25,39,13,34,6,45,48,52,27,28,44,31,53,20,41,8,4,43,21,1,32,19,38,42
iter78,48,31,33,41,16,3,49,17,9,39,29,43,28,26,25,22,35,10,52,32,0,6,51,13,14,18,8,2,50,4,12,45,21,19,5,38,42,53,47,27,24,40,20,23,34,7,15,44,36,1,37,11,46,30
iter79,47,26,20,42,25,7,49,32,3,23,21,22,18,39,38,29,19,4,51,31,0,44,52,5,11,9,33,16,50,8,13,46,14,27,6,40,34,53,37,24,17,30,43,36,35,2,12,48,28,1,41,15,45,10
iter80,47,33,34,40,18,12,22,15,27,23,31,30,24,29,36,17,9,7,45,25,0,8,48,4,16,14,49,1,52,3,42,44,21,32,6,28,41,51,35,19,13,38,53,20,39,11,2,46,26,5,43,37,50,10
iter81,46,16,30,28,21,3,45,11,47,24,23,32,14,31,33,15,49,8,48,25,0,50,29,2,7,12,37,10,51,42,6,41,17,34,4,22,39,40,13,19,20,36,52,9,18,1,53,44,27,5,38,26,43,35
iter82,45,32,24,34,12,8,49,19,14,20,23,28,27,15,25,18,52,13,51,30,0,6,50,9,16,11,39,1,47,40,7,43,17,35,4,38,44,46,33,21,10,29,53,31,37,5,48,41,26,2,36,22,42,3
iter83,47,36,35,34,14,4,42,25,51,26,33,31,22,24,39,20,32,10,28,30,0,12,40,15,9,11,5,8,50,2,18,44,13,19,6,37,46,52,49,23,17,38,41,16,21,7,53,45,27,3,43,29,48,1
iter84,47,23,28,33,14,4,50,18,13,34,31,21,24,39,36,19,27,7,45,20,1,10,25,5,11,17,9,2,49,35,32,40,15,38,8,41,43,53,46,29,16,37,0,44,30,3,52,48,26,6,42,22,51,12
iter85,48,23,39,33,10,1,41,40,17,35,29,30,21,22,14,15,6,4,47,25,0,38,45,20,12,13,34,8,52,9,31,44,16,24,5,32,49,51,19,26,36,42,53,18,37,3,11,46,28,7,43,27,50,2
iter86,45,33,27,37,23,8,49,26,9,38,25,32,16,22,18,17,2,4,50,30,0,40,19,6,13,29,20,1,52,48,11,43,15,42,7,36,21,47,41,28,12,39,51,35,34,3,53,44,24,10,31,14,46,5
iter87,45,29,31,36,14,2,50,10,46,38,23,37,25,33,40,21,0,5,39,30,1,17,35,7,12,27,19,4,51,9,15,44,13,32,6,28,49,43,48,18,11,34,52,22,16,8,53,42,26,3,41,20,47,24
iter88,43,30,25,41,21,5,51,39,50,31,23,33,32,29,17,18,1,8,48,26,0,11,24,7,13,14,10,2,52,9,15,45,20,38,4,36,47,46,37,22,12,34,40,16,42,6,53,44,28,3,35,19,49,27
iter89,48,34,18,27,24,7,52,35,32,30,19,25,31,23,43,17,0,10,47,28,1,41,51,13,11,9,12,2,50,5,33,44,14,20,3,36,37,49,38,15,16,46,6,39,29,8,53,42,26,4,40,22,45,21
iter90,46,23,39,35,18,1,43,27,42,15,21,34,20,22,30,16,11,5,47,25,0,48,40,10,7,13,31,2,51,8,28,45,19,38,6,36,41,50,26,12,33,37,52,17,32,4,53,44,24,9,29,14,49,3
iter91,43,21,37,34,19,9,50,15,1,27,26,29,32,33,13,16,46,6,51,28,0,23,49,14,11,12,8,2,48,7,24,42,10,30,3,41,35,47,44,25,20,38,52,17,39,4,53,40,22,5,36,18,45,31
iter92,46,29,28,40,15,9,36,47,11,26,27,35,19,38,48,18,7,3,50,33,0,32,16,5,10,23,17,12,42,4,44,45,13,34,8,39,25,51,41,21,22,30,52,6,20,2,53,43,31,1,24,14,49,37
iter93,49,28,37,29,13,12,26,19,6,41,24,33,23,31,30,16,44,10,46,25,0,43,51,4,14,11,17,3,52,15,7,42,18,22,8,38,36,48,45,21,20,40,1,34,27,5,53,47,32,2,39,9,50,35
iter94,45,28,53,32,17,3,51,29,11,40,25,37,22,21,33,18,9,4,46,24,0,30,10,7,14,23,20,8,31,42,15,43,13,27,5,41,50,52,48,19,34,47,12,38,36,6,1,35,26,2,39,16,49,44
iter95,45,31,23,35,33,4,51,29,9,24,18,26,17,30,12,16,46,7,52,27,0,48,41,14,8,20,19,2,50,1,25,43,15,21,5,37,44,49,40,28,32,36,53,10,38,6,11,42,22,3,34,13,47,39
iter96,47,35,17,44,25,8,51,15,6,32,26,40,28,33,30,13,14,9,52,29,0,20,50,4,10,23,34,5,53,22,11,42,19,31,16,48,45,49,46,27,21,39,3,12,36,7,1,38,24,2,43,18,41,37
iter97,44,36,39,35,15,8,51,12,16,17,33,34,23,43,42,21,2,11,48,32,1,18,31,3,9,24,22,6,46,10,20,47,19,27,7,41,37,52,50,28,30,38,0,25,26,4,53,45,29,5,40,14,49,13
iter98,43,24,15,36,9,2,49,26,46,22,27,33,25,31,32,18,14,7,52,28,0,37,50,4,10,19,16,1,51,6,12,42,29,38,8,34,39,47,23,20,13,35,53,41,17,3,11,45,30,5,40,21,48,44
iter99,47,31,28,32,29,8,46,15,37,40,23,22,21,35,30,16,26,6,48,24,2,39,49,11,12,14,17,0,50,3,18,44,19,34,4,25,52,51,41,27,13,38,53,9,20,7,1,42,33,5,36,10,43,45
