,R:VERB:FORM,R:VERB:TENSE,M:NOUN,U:PREP,M:VERB:TENSE,R:PRON,R:SPELL,R:ADV,U:NOUN:POSS,R:ORTH,M:DET,U:OTHER,R:NOUN,U:ADV,M:ADJ,R:PREP,R:CONJ,U:NOUN,M:VERB:FORM,R:NOUN:NUM,R:NOUN:POSS,U:VERB:FORM,R:CONTR,M:ADV,U:DET,U:PUNCT,M:PRON,U:PART,R:NOUN:INFL,M:PART,M:CONJ,R:VERB:SVA,M:PUNCT,R:PUNCT,M:NOUN:POSS,U:VERB:TENSE,U:PRON,U:CONJ,R:WO,R:VERB,R:ADJ,M:PREP,R:VERB:INFL,U:ADJ,U:VERB,M:OTHER,U:CONTR,UNK,R:OTHER,R:PART,R:MORPH,R:DET,M:VERB,R:ADJ:FORM
iter8073,45,25,41,29,22,4,52,21,37,38,18,27,30,24,33,16,2,6,36,28,0,32,31,13,9,12,8,10,49,11,17,44,19,26,7,34,47,51,48,14,20,40,1,42,39,3,53,46,23,5,35,15,50,43
iter8074,47,29,21,35,24,3,49,19,34,26,22,25,20,32,31,13,46,10,45,18,0,6,50,8,11,27,4,7,52,12,33,44,16,28,9,38,42,48,41,23,17,39,53,40,15,5,1,43,30,2,36,14,51,37
iter8075,48,34,45,37,26,18,44,21,8,14,32,35,22,27,17,23,43,11,46,29,0,24,50,6,9,7,2,1,51,13,15,49,19,31,5,33,10,38,39,28,20,42,52,12,41,3,53,47,30,4,36,25,40,16
iter8076,45,29,31,32,28,5,36,6,10,24,19,30,18,27,15,17,21,8,49,26,1,12,39,9,11,20,4,0,51,48,35,40,13,33,2,42,38,50,41,22,16,44,52,34,25,7,53,47,23,3,37,14,46,43
iter8077,48,36,28,35,34,2,49,10,42,32,24,33,25,23,39,16,20,6,51,27,0,11,47,13,8,15,9,7,41,12,5,44,19,26,1,18,38,50,43,21,22,40,52,30,31,3,53,46,29,4,37,14,45,17
iter8078,50,22,45,40,23,8,32,46,26,30,24,27,19,20,35,12,28,4,52,21,1,48,36,3,9,11,7,13,51,31,29,41,17,16,6,14,49,43,44,18,10,37,0,38,47,5,53,34,25,2,42,15,39,33
iter8079,46,26,43,42,33,7,51,18,40,32,23,24,36,35,16,22,6,9,44,29,0,25,52,4,14,13,11,3,53,12,19,45,15,28,5,38,47,50,34,31,20,37,8,39,21,10,1,48,27,2,41,17,49,30
iter8080,42,34,30,29,23,6,50,35,5,36,25,28,19,24,31,15,7,10,44,27,0,38,52,1,11,9,13,17,51,8,21,45,14,32,3,40,20,48,39,16,12,37,53,33,22,4,49,43,26,2,41,18,47,46
iter8081,47,30,40,39,32,6,18,41,37,33,21,25,31,23,13,19,2,12,52,26,0,42,46,8,9,17,43,5,50,10,15,48,20,36,3,14,34,51,27,29,22,49,53,24,38,7,1,45,28,4,35,16,44,11
iter8082,47,25,17,35,14,4,46,43,40,22,21,34,19,27,37,24,20,7,52,26,0,9,51,10,12,32,30,8,53,3,13,44,15,36,1,38,50,39,48,23,18,29,11,28,42,6,45,33,31,2,41,16,49,5
iter8083,47,26,32,35,25,4,48,13,8,24,23,30,33,36,37,20,45,9,49,19,0,11,52,5,16,12,28,2,51,18,10,44,21,31,7,29,46,50,39,22,14,40,53,17,38,6,1,42,27,3,43,15,41,34
iter8084,47,27,21,39,19,10,48,22,51,33,32,36,35,15,28,20,12,5,46,29,1,3,49,8,16,13,11,14,52,18,37,43,24,41,7,40,17,50,23,30,6,38,53,25,31,4,0,45,26,2,44,9,42,34
iter8085,47,23,35,33,19,4,40,8,30,43,24,27,28,25,41,16,46,6,36,22,0,51,42,11,9,15,20,1,52,13,10,44,18,37,7,32,38,50,39,21,12,34,49,29,14,5,53,45,26,3,31,17,48,2
iter8086,52,31,42,37,21,8,43,11,2,28,30,35,39,20,32,14,10,7,38,34,0,27,49,5,13,12,26,16,53,40,24,47,25,19,9,50,41,46,36,23,18,51,4,17,45,3,1,44,29,6,33,15,48,22
iter8087,46,27,34,28,14,5,50,30,42,21,25,33,22,37,36,23,35,6,51,29,1,38,24,9,17,12,3,2,48,4,13,41,19,18,10,16,49,52,43,20,11,26,0,32,39,8,53,44,31,7,40,15,47,45
iter8088,46,25,38,45,33,16,51,18,32,41,23,30,27,34,19,13,0,9,52,22,1,14,50,4,12,5,15,8,47,2,17,44,26,36,10,42,39,53,35,20,11,37,49,29,31,7,3,43,28,6,40,24,48,21
iter8089,48,36,24,33,17,3,50,19,42,20,26,39,27,29,15,25,37,4,40,35,11,22,9,6,10,5,8,2,52,21,14,47,16,38,1,34,46,51,44,23,13,28,45,31,32,7,53,49,30,0,41,12,43,18
iter8090,49,34,38,41,27,5,51,17,24,40,28,26,23,29,8,16,12,7,50,32,1,36,48,18,9,14,37,2,52,11,25,44,13,15,10,42,43,47,39,21,30,22,53,33,20,6,0,45,31,3,35,19,46,4
iter8091,49,26,24,40,14,5,50,20,39,28,21,32,15,16,35,9,41,8,43,23,0,52,45,7,10,17,2,1,51,46,38,44,13,29,4,31,11,47,36,12,18,37,53,27,33,6,48,42,25,3,30,19,34,22
iter8092,47,25,26,40,29,6,49,31,14,43,19,27,23,32,37,16,36,7,50,28,0,22,52,5,11,9,4,15,53,39,12,46,17,35,8,48,44,51,30,20,18,24,1,34,41,3,13,42,21,2,38,10,45,33
iter8093,42,24,44,34,13,7,49,29,43,35,26,30,28,37,40,14,12,9,45,27,0,17,10,2,11,16,48,6,39,5,20,46,15,31,1,41,32,51,33,19,23,38,52,22,18,3,53,47,25,4,36,21,50,8
iter8094,46,26,18,43,20,7,51,37,49,21,22,27,30,28,33,16,38,12,52,23,0,10,25,3,13,14,2,4,45,1,11,44,19,24,9,42,40,50,48,35,17,32,53,15,34,8,5,39,31,6,41,29,47,36
iter8095,46,36,39,34,35,8,40,26,47,18,23,32,30,41,10,16,19,6,49,24,0,17,44,11,13,7,5,9,51,2,14,43,31,33,3,29,45,38,27,28,21,25,52,20,42,4,53,48,22,1,37,15,50,12
iter8096,42,30,13,39,15,5,41,26,51,22,28,29,23,34,35,11,0,6,44,25,1,48,36,21,9,10,19,14,52,50,7,40,18,32,4,47,46,49,17,16,8,33,27,38,20,3,53,43,31,2,37,12,45,24
iter8097,46,29,37,39,28,5,49,19,17,31,25,33,22,20,12,26,42,6,50,34,3,21,48,7,10,11,23,9,52,1,4,43,18,40,14,38,47,51,24,27,13,35,53,41,32,8,0,44,30,2,36,15,45,16
iter8098,49,23,44,39,30,4,53,45,1,28,22,27,13,18,43,20,16,5,51,25,2,32,21,8,12,10,14,9,34,11,33,46,26,31,7,47,37,52,38,19,24,41,40,35,42,6,0,48,29,3,36,15,50,17
iter8099,50,32,36,34,24,3,45,38,17,33,21,37,30,27,15,18,14,6,49,26,0,11,51,10,13,8,5,2,43,35,31,44,16,22,9,20,39,52,29,23,25,46,1,42,40,4,53,47,28,7,41,19,48,12
iter8100,49,28,13,43,18,4,48,14,32,39,27,31,20,30,8,25,44,6,50,29,1,9,3,17,10,12,21,7,45,0,15,41,16,19,11,33,34,51,38,26,42,35,52,40,36,5,53,46,23,2,37,22,47,24
iter8101,45,23,36,33,11,3,49,19,16,37,26,28,20,21,41,14,25,7,52,32,0,12,48,9,8,31,40,1,47,2,22,43,15,34,4,17,39,51,42,38,27,29,35,13,30,6,53,46,24,5,44,10,50,18
iter8102,48,28,13,27,24,1,51,31,45,35,21,33,19,26,36,17,38,9,44,22,0,43,52,3,11,14,8,5,50,29,16,42,12,18,4,32,30,49,40,15,10,47,7,23,46,6,53,37,25,2,34,20,39,41
iter8103,50,30,46,34,19,6,44,28,33,25,20,35,18,40,42,24,45,9,53,26,1,48,49,4,13,11,8,10,52,23,29,36,31,27,5,38,37,39,41,22,12,21,0,16,17,7,2,47,32,3,43,15,51,14
iter8104,48,36,28,45,32,4,51,13,19,43,27,38,29,44,39,20,8,6,40,25,3,23,49,11,12,16,9,10,52,31,2,47,18,33,5,37,26,50,41,21,17,34,53,15,30,7,0,35,24,1,42,22,46,14
iter8105,47,31,34,32,24,6,50,5,12,33,22,35,36,30,29,18,40,8,45,28,1,3,49,13,15,16,48,25,52,2,21,46,23,39,9,44,10,51,20,26,19,17,0,14,37,7,53,42,27,4,41,11,43,38
iter8106,46,33,32,47,16,5,37,31,15,34,24,27,29,30,38,25,1,9,51,26,3,13,7,2,10,20,18,6,52,0,12,41,14,36,4,44,48,49,42,22,21,40,50,23,35,8,53,43,28,11,39,17,45,19
iter8107,49,24,34,36,18,2,45,32,17,31,28,33,16,26,22,25,12,9,47,29,0,13,8,5,10,14,42,3,51,1,23,37,19,38,7,41,43,50,35,20,11,39,52,46,30,6,53,44,27,4,40,21,48,15
iter8108,49,34,43,36,14,4,50,44,19,29,25,23,18,26,35,20,37,10,48,28,0,5,47,1,13,7,8,3,51,12,9,39,21,38,11,33,30,46,41,17,31,32,52,22,15,6,53,42,24,2,40,16,45,27
iter8109,43,25,31,36,23,3,50,9,32,38,21,34,27,37,16,19,41,10,45,26,0,1,35,4,13,14,22,6,51,8,18,44,17,20,2,39,46,49,48,15,11,30,52,29,33,5,53,42,28,7,40,12,47,24
iter8110,46,29,45,42,19,3,30,28,26,37,20,32,21,22,48,18,33,5,39,23,0,8,40,11,10,15,34,6,53,12,43,47,17,9,7,25,49,51,52,16,24,41,38,35,13,2,1,44,27,4,36,14,50,31
iter8111,46,29,41,22,15,6,32,31,40,34,21,24,20,18,48,28,9,8,49,17,1,47,52,19,13,14,23,2,43,0,7,42,11,26,3,45,38,50,36,25,16,39,51,30,37,4,53,33,27,5,35,12,44,10
iter8112,48,28,20,49,19,3,47,15,41,39,23,22,21,27,33,13,0,6,38,26,1,51,46,9,16,17,8,5,32,7,42,40,14,30,4,45,34,36,50,18,11,25,52,31,24,10,53,44,29,2,37,12,43,35
iter8113,46,22,17,36,10,6,48,15,34,37,28,32,25,39,42,12,2,7,43,21,0,9,52,8,13,16,20,11,51,1,45,41,19,35,4,29,38,50,26,24,27,40,53,23,33,5,49,44,31,3,30,18,47,14
iter8114,47,39,18,34,17,4,49,25,40,27,29,31,19,33,11,22,3,14,51,35,1,23,45,12,15,13,6,2,53,10,20,41,28,37,9,42,48,52,46,26,21,32,0,43,36,8,16,44,30,5,38,24,50,7
iter8115,44,32,42,39,15,6,29,30,28,22,24,27,20,41,34,17,12,8,46,25,0,3,52,18,10,11,2,5,49,1,16,40,13,35,4,26,48,51,45,21,33,38,50,14,23,7,53,43,31,9,37,19,47,36
iter8116,43,23,17,37,16,6,50,14,42,36,18,28,24,35,48,20,5,9,41,22,1,11,45,27,12,10,21,31,52,2,46,40,15,39,8,49,33,51,26,29,13,32,53,19,30,4,0,47,25,3,34,7,44,38
iter8117,43,31,38,41,14,1,35,6,4,22,20,19,23,34,29,17,13,9,47,25,0,39,40,7,10,12,11,5,51,50,27,42,15,32,3,33,49,48,44,26,21,37,53,24,28,2,52,46,30,8,36,16,45,18
iter8118,47,37,35,40,24,5,49,45,9,18,28,31,27,30,21,26,1,7,48,33,0,46,17,11,14,22,16,2,51,3,19,43,25,36,10,32,20,52,50,23,15,34,53,8,41,4,12,44,29,6,39,13,42,38
iter8119,44,28,32,38,35,2,51,13,23,33,24,29,18,31,41,14,10,9,40,25,0,48,49,3,15,21,30,17,50,1,8,42,16,27,4,11,46,36,45,22,6,37,53,12,20,5,52,39,26,7,34,19,47,43
iter8120,50,31,23,34,15,2,40,24,49,30,25,33,26,39,32,17,0,8,46,28,1,12,41,7,10,16,9,4,51,44,18,42,20,27,5,22,11,48,35,13,14,38,52,36,19,6,53,43,29,3,37,21,47,45
iter8121,48,25,27,38,37,4,52,24,18,36,21,34,32,17,29,20,46,7,42,28,0,9,45,11,10,8,26,1,51,6,15,41,14,31,5,40,19,53,12,22,13,43,33,16,49,3,44,50,30,2,39,23,47,35
iter8122,46,22,45,33,14,3,49,25,11,34,24,32,30,43,44,23,48,6,53,27,0,20,50,8,13,12,36,2,52,1,10,39,18,35,7,41,42,51,47,19,9,40,16,17,31,4,15,38,28,5,37,26,29,21
iter8123,47,37,28,39,30,8,46,31,33,21,22,27,18,17,32,20,7,9,51,29,0,3,40,14,15,4,12,1,49,10,13,43,16,35,11,42,38,50,45,23,26,36,52,34,24,5,53,44,25,6,41,19,48,2
iter8124,48,30,49,33,31,13,44,23,5,35,24,36,20,32,37,18,10,7,50,27,2,41,52,8,11,14,9,1,38,12,19,46,17,29,6,22,39,51,34,21,25,45,0,15,40,3,53,47,28,4,43,16,42,26
iter8125,48,31,39,36,18,9,13,16,14,30,23,27,32,34,38,20,6,10,52,26,1,41,28,15,11,17,43,3,53,25,4,46,24,19,7,40,51,50,37,22,12,42,0,21,49,5,2,47,35,8,44,33,45,29
iter8126,48,29,42,37,14,2,49,9,10,27,24,31,22,30,44,23,12,4,50,33,0,47,43,3,8,13,21,15,52,1,20,46,19,16,7,28,39,45,41,25,36,34,51,11,32,6,53,40,26,5,38,17,35,18
iter8127,47,35,22,33,18,7,51,39,11,29,26,36,24,30,21,20,32,6,48,25,0,27,52,8,13,14,12,10,49,9,45,40,16,19,3,38,5,50,46,23,34,37,53,31,43,4,1,41,28,2,42,17,44,15
iter8128,46,32,35,33,16,3,37,29,48,27,25,30,20,17,47,22,50,6,51,23,0,7,5,10,13,12,28,8,52,2,14,38,11,19,9,44,45,49,42,18,21,40,24,39,34,4,53,43,26,1,41,31,36,15
iter8129,48,21,44,36,24,3,38,11,39,28,31,33,27,25,43,13,4,16,45,29,0,6,47,1,12,10,14,8,46,9,15,40,19,22,7,41,34,49,26,23,20,35,52,32,37,2,53,50,30,5,42,18,51,17
iter8130,48,32,11,36,20,6,52,29,31,25,28,35,33,26,38,21,2,8,49,24,0,41,34,9,12,13,17,1,51,5,10,43,18,37,16,46,44,47,40,15,39,27,4,22,19,7,53,45,30,3,42,14,50,23
iter8131,45,24,15,30,14,3,42,9,48,37,21,41,20,38,7,18,27,4,49,28,1,22,25,23,8,10,12,0,51,43,11,46,13,39,6,35,40,50,34,33,17,36,52,32,29,5,53,47,26,2,31,19,44,16
iter8132,47,24,27,40,16,6,48,39,13,34,29,33,20,37,30,11,2,8,49,32,0,19,12,5,14,21,38,7,50,1,35,46,10,41,9,22,43,51,42,17,23,25,53,15,31,3,52,45,28,4,36,26,44,18
iter8133,49,32,34,45,35,14,46,33,38,25,23,30,24,18,47,27,5,10,51,26,0,13,41,8,12,16,20,11,53,1,37,48,19,36,6,29,50,52,28,31,17,43,3,39,21,7,2,44,22,4,40,15,42,9
iter8134,46,30,42,31,11,4,39,35,19,41,22,37,24,17,25,21,1,7,49,28,0,40,53,44,15,8,3,6,48,20,10,45,13,34,16,32,43,52,38,23,26,36,50,14,33,2,12,47,27,5,29,18,51,9
iter8135,47,22,44,34,24,1,17,14,41,31,26,32,28,36,35,19,7,8,50,21,0,13,25,6,12,10,11,5,52,16,43,40,18,30,4,49,42,51,20,15,23,39,46,37,29,3,53,45,27,2,33,9,48,38
iter8136,41,33,38,35,19,6,43,30,14,21,25,27,28,34,13,18,51,7,49,29,1,32,52,9,10,12,8,2,50,24,20,40,11,37,3,44,31,47,42,17,26,39,0,22,45,5,53,46,23,4,36,16,48,15
iter8137,44,28,18,40,22,6,33,17,52,21,29,35,26,42,34,32,2,5,46,30,0,11,51,9,10,24,38,4,53,1,43,45,16,23,8,25,41,50,47,12,27,39,3,20,37,7,13,48,31,14,36,15,49,19
iter8138,49,36,12,41,26,5,51,17,34,29,30,37,25,42,35,21,6,7,52,28,1,16,40,8,22,27,10,11,53,39,19,47,13,33,9,23,38,50,32,20,15,43,0,18,24,4,2,46,31,3,45,14,48,44
iter8139,47,21,38,30,20,9,46,15,7,26,24,28,25,36,37,11,31,8,52,29,1,45,49,3,10,12,44,0,51,23,14,43,19,16,5,39,41,50,32,27,33,35,53,13,18,6,2,40,22,4,34,17,48,42
iter8140,47,37,32,39,18,4,46,11,43,27,19,31,28,23,45,20,50,7,52,26,0,33,10,15,13,6,48,9,49,14,12,41,17,25,3,34,29,51,35,24,30,38,53,22,42,5,1,44,21,2,40,16,36,8
iter8141,47,30,20,38,17,7,45,25,36,23,26,29,32,34,8,18,2,6,49,31,0,51,39,10,12,15,5,1,48,11,14,35,19,37,4,24,44,50,41,27,21,40,52,33,16,9,53,43,28,3,42,22,46,13
iter8142,48,40,37,44,23,6,45,35,22,31,26,30,15,39,5,17,8,7,43,27,0,21,34,3,13,11,20,1,50,4,9,41,14,18,12,42,32,51,46,24,19,36,52,28,38,10,53,47,29,2,33,16,49,25
iter8143,48,34,44,37,29,9,50,16,8,38,20,33,21,25,47,13,36,7,49,27,0,35,52,5,10,14,2,31,28,19,42,43,11,45,6,30,22,53,39,15,32,46,24,12,23,3,1,40,26,4,41,17,51,18
iter8144,51,38,41,42,34,7,52,15,47,36,26,33,27,40,29,14,30,6,45,22,0,17,13,2,11,8,23,3,48,10,16,43,18,25,4,31,50,49,39,20,12,32,9,19,37,5,53,44,28,1,35,21,46,24
iter8145,43,22,24,35,27,9,50,37,38,25,21,30,23,33,41,18,7,8,48,29,0,10,51,2,11,12,40,1,47,4,15,42,16,26,5,39,36,49,20,17,13,34,52,19,31,6,53,46,28,3,44,14,45,32
iter8146,48,32,19,40,28,6,44,13,27,15,24,30,18,23,35,20,31,4,50,26,0,1,33,9,12,14,25,2,52,3,5,41,16,36,11,21,39,49,46,22,10,45,51,42,37,7,53,43,29,8,38,17,47,34
iter8147,41,33,14,32,15,7,49,24,52,22,23,28,30,29,47,18,12,5,51,27,0,20,39,9,13,8,11,4,44,38,35,43,19,25,6,36,45,53,48,17,16,37,3,34,31,10,1,42,26,2,40,21,46,50
iter8148,48,28,13,35,24,4,42,23,47,32,21,37,20,39,25,19,2,8,45,30,0,11,27,12,14,15,40,3,52,5,26,43,7,34,9,18,50,49,33,29,22,38,53,16,36,6,51,46,31,1,41,17,44,10
iter8149,47,26,36,18,34,5,40,22,20,33,23,31,24,32,48,19,4,10,28,29,1,27,46,11,14,16,9,2,51,13,37,45,12,38,6,43,49,52,41,25,17,35,0,42,15,7,53,44,30,3,39,21,50,8
iter8150,46,22,17,26,10,4,40,36,18,34,21,29,25,33,35,24,48,8,51,32,2,38,52,12,15,13,5,1,49,3,14,39,19,28,11,45,44,50,30,23,20,31,0,9,42,6,53,47,27,7,37,16,43,41
iter8151,46,25,44,39,21,4,37,11,14,22,24,34,35,31,7,15,16,8,52,26,0,13,6,3,9,17,33,1,49,28,18,45,23,30,27,40,43,48,29,19,12,38,53,36,41,5,51,50,32,2,42,10,47,20
iter8152,48,34,28,22,20,3,52,16,31,40,33,36,24,14,7,13,8,10,44,30,0,15,17,9,11,18,29,4,46,2,37,45,19,23,5,47,42,51,25,21,27,41,50,12,38,6,53,43,32,1,39,35,49,26
iter8153,46,31,38,40,21,6,49,41,18,35,26,37,29,42,20,17,8,9,45,27,1,13,4,0,10,22,16,5,52,23,3,39,12,48,14,19,28,51,34,30,25,24,53,36,47,2,11,44,32,7,43,15,50,33
iter8154,46,32,30,40,28,4,43,11,14,34,21,31,25,26,49,27,37,8,36,23,0,18,3,10,13,16,22,5,52,2,33,48,24,41,9,38,35,51,19,17,12,39,53,44,45,6,1,50,29,7,42,20,47,15
iter8155,49,25,20,34,26,10,39,41,15,36,35,38,29,24,42,22,8,9,52,33,0,6,48,7,16,14,21,2,51,53,28,44,18,23,12,50,11,45,32,17,27,37,4,13,43,3,1,46,31,5,40,30,47,19
iter8156,48,32,39,42,12,3,47,34,8,26,22,28,25,24,21,17,9,5,49,31,0,43,40,16,15,14,11,6,51,2,20,44,18,29,1,36,38,50,33,27,10,37,53,19,41,7,52,45,30,4,35,13,46,23
iter8157,50,20,22,41,19,12,52,10,2,28,27,33,24,45,34,17,7,8,35,26,0,1,39,11,13,18,9,16,47,30,6,40,14,15,4,43,42,51,38,32,29,31,46,36,25,5,53,44,23,3,37,21,49,48
iter8158,48,29,40,37,13,3,49,10,39,24,22,35,12,21,34,15,47,11,52,26,0,30,50,7,8,9,2,18,51,5,28,44,19,32,6,33,36,38,27,25,16,46,42,43,20,4,53,41,23,1,31,14,45,17
iter8159,46,25,27,40,26,2,49,43,20,21,23,29,30,33,12,19,17,6,50,36,0,7,51,11,8,10,41,3,52,14,34,39,13,18,9,22,47,48,38,37,15,42,1,28,35,4,53,44,32,5,31,16,45,24
iter8160,49,25,33,37,21,6,51,24,48,27,28,36,17,22,11,10,32,9,50,18,2,35,16,26,8,20,19,4,52,1,34,44,13,14,7,40,15,45,42,29,30,41,53,23,38,5,0,43,31,3,39,12,47,46
iter8161,45,27,17,40,20,9,51,31,7,36,25,26,21,32,37,19,13,8,49,22,3,39,16,5,11,14,34,0,52,2,24,42,12,15,6,38,41,47,43,23,18,44,53,10,33,4,50,46,29,1,35,28,48,30
iter8162,49,24,45,35,13,2,39,15,47,40,22,36,19,33,16,17,50,10,37,21,0,8,25,7,12,9,31,4,43,32,11,42,14,29,3,46,28,51,38,26,30,34,53,5,23,6,52,44,27,1,41,20,48,18
iter8163,48,28,25,33,9,5,32,20,34,35,22,29,19,36,38,15,4,6,44,26,0,2,51,3,10,23,11,1,50,47,21,45,17,12,8,37,41,43,46,16,18,30,52,27,31,7,53,39,24,13,40,14,49,42
iter8164,45,22,31,35,27,5,48,23,37,18,19,28,25,26,33,11,34,6,38,17,0,8,51,1,14,13,20,4,47,2,16,44,12,29,7,43,49,50,41,15,10,39,52,32,42,9,53,46,24,3,30,21,40,36
iter8165,44,22,41,43,16,2,42,8,30,13,26,35,17,15,4,18,24,5,49,28,0,36,52,20,10,9,11,1,51,21,33,39,19,34,7,25,14,50,45,23,27,40,47,31,37,6,53,48,29,3,38,12,46,32
iter8166,47,28,42,40,21,20,49,30,50,26,31,34,35,37,22,18,15,7,44,29,0,9,13,4,16,11,17,1,52,8,14,43,19,23,5,36,32,48,33,24,6,38,45,10,39,3,53,51,27,2,41,25,46,12
iter8167,43,25,30,33,8,2,49,9,48,31,20,32,29,24,14,18,27,10,51,28,0,13,42,4,6,11,19,12,50,40,16,44,17,37,1,23,39,47,45,35,15,34,52,22,36,3,53,41,26,5,38,7,46,21
iter8168,42,39,28,26,31,5,43,15,48,37,27,33,29,34,17,23,21,7,30,36,1,10,11,14,12,13,22,2,52,6,8,41,16,32,9,50,45,47,49,20,18,38,0,24,40,3,53,51,35,4,44,25,46,19
iter8169,45,32,14,35,21,3,50,30,26,39,20,38,34,43,40,23,2,5,48,27,1,19,51,10,11,8,15,0,49,6,7,47,22,36,17,46,16,52,41,24,13,37,44,18,29,4,53,33,28,12,42,9,31,25
iter8170,44,35,12,37,22,3,49,16,21,38,26,33,25,30,36,14,1,11,51,28,0,6,43,5,17,31,15,4,47,2,34,45,24,29,9,42,46,50,23,19,10,41,53,13,27,7,52,40,32,8,39,18,48,20
iter8171,46,24,34,19,26,7,43,15,20,30,18,35,28,22,14,23,50,12,49,31,1,5,48,6,11,16,8,2,47,0,40,45,17,21,3,38,32,51,37,13,29,36,52,27,42,4,53,41,25,9,33,10,44,39
iter8172,48,28,32,42,21,2,47,39,37,29,23,38,18,22,24,12,13,19,49,25,0,33,45,4,9,34,26,7,51,6,17,46,15,27,1,31,11,50,35,14,10,40,52,16,36,3,53,44,30,5,41,8,43,20
iter8173,46,23,22,45,21,7,52,27,18,28,26,34,29,35,15,19,43,25,48,24,2,11,14,10,12,13,5,8,49,1,3,38,20,39,6,32,33,44,51,31,16,42,53,37,36,4,0,41,30,9,40,17,50,47
iter8174,48,25,30,41,24,8,46,13,0,33,23,31,19,26,45,27,2,6,36,29,3,20,50,5,11,18,43,9,51,1,14,39,16,15,10,44,32,49,35,17,21,40,52,38,42,7,53,47,22,4,37,12,34,28
iter8175,49,19,38,35,15,1,45,13,39,21,25,32,23,29,17,20,52,6,47,30,0,10,53,7,9,11,27,5,50,46,28,44,8,26,4,36,33,51,43,16,22,40,34,14,41,2,12,42,31,3,37,24,48,18
iter8176,46,17,14,41,29,4,50,25,18,32,16,33,23,34,36,21,51,10,44,31,0,45,48,13,7,9,38,3,49,5,27,39,11,19,6,43,8,40,35,12,22,28,53,20,30,2,52,42,26,1,37,24,47,15
iter8177,47,23,33,42,19,4,52,37,2,22,21,28,32,40,38,15,41,11,26,31,1,13,16,8,12,18,10,7,45,36,9,48,14,35,6,43,51,50,46,20,17,27,53,30,29,3,0,44,25,5,34,24,49,39
iter8178,47,20,41,35,29,6,51,30,22,21,19,25,17,31,38,14,37,9,49,32,0,27,50,10,11,16,24,3,52,8,12,43,15,28,5,45,44,48,34,23,13,36,1,33,40,4,53,46,26,2,39,18,42,7
iter8179,46,19,38,31,13,6,50,24,10,34,22,30,28,18,39,15,23,4,47,21,0,25,49,2,12,7,14,36,53,43,11,45,17,41,3,20,27,51,35,16,33,29,52,42,37,8,1,44,26,5,40,9,48,32
iter8180,47,37,31,41,29,2,48,16,34,36,26,30,15,10,49,24,18,9,51,28,1,4,50,32,12,14,19,8,52,6,13,45,25,43,5,23,33,46,40,20,22,42,53,27,17,7,0,35,21,3,39,11,44,38
iter8181,46,32,41,34,22,3,51,43,48,30,27,36,23,35,42,16,7,5,49,28,1,13,31,10,12,11,17,2,50,6,20,44,25,33,4,21,52,47,37,24,18,40,0,29,19,8,53,38,26,9,39,15,45,14
iter8182,47,22,32,40,14,2,43,19,42,33,25,34,27,23,20,21,18,8,49,24,0,4,50,9,10,15,17,7,29,1,16,44,13,36,5,38,48,51,45,31,12,46,53,26,37,6,52,41,28,3,35,30,39,11
iter8183,47,27,20,35,29,2,49,19,21,37,25,36,28,40,14,16,15,9,48,31,0,46,50,3,13,11,12,23,53,10,4,44,22,39,5,38,42,51,32,24,26,41,1,17,33,7,52,45,34,8,30,18,43,6
iter8184,45,24,30,38,9,3,43,25,34,29,22,35,19,28,21,14,1,10,48,23,0,16,49,5,12,13,41,6,52,18,39,40,15,42,4,46,26,50,33,20,17,37,51,8,27,7,53,44,31,2,32,11,47,36
iter8185,48,30,34,31,16,1,46,29,41,26,19,33,20,14,40,17,23,8,51,24,0,22,47,5,9,11,36,6,52,10,3,44,18,28,7,45,39,49,27,13,32,42,15,21,35,4,53,43,25,2,37,12,50,38
iter8186,47,22,38,33,20,3,45,8,44,25,28,35,19,29,26,30,5,11,50,24,1,13,52,4,10,15,40,7,51,12,16,48,18,23,9,42,46,49,31,21,17,34,0,36,37,6,53,41,32,2,39,14,43,27
iter8187,48,29,43,39,21,3,40,20,18,17,26,36,34,41,32,12,1,11,51,24,2,30,50,8,10,19,14,9,52,4,25,47,13,35,5,33,44,49,16,31,23,42,0,37,22,7,53,46,27,6,38,15,45,28
iter8188,47,19,31,39,15,5,48,11,12,35,26,27,22,23,37,21,50,6,46,28,0,29,10,2,7,25,49,8,53,14,41,42,18,36,3,38,34,52,40,30,17,44,20,33,13,1,51,45,24,4,32,9,43,16
iter8189,49,22,45,33,28,7,41,12,18,20,25,27,23,32,30,17,8,6,52,29,1,50,31,4,10,15,9,0,51,3,13,44,21,19,11,46,40,38,16,26,24,42,53,35,36,5,48,47,34,2,37,14,43,39
iter8190,49,36,28,33,25,5,42,17,7,16,31,32,19,29,43,21,12,9,35,30,0,37,53,8,11,13,26,2,51,48,20,41,15,22,4,47,46,50,40,23,14,38,52,24,34,6,1,44,27,3,39,18,45,10
iter8191,44,26,14,33,24,2,50,20,39,25,16,30,22,41,28,9,32,5,43,21,0,37,51,12,10,7,38,8,49,34,19,40,13,15,6,42,29,48,27,18,17,35,52,47,31,3,53,45,23,1,36,11,46,4
iter8192,48,27,32,29,11,8,47,9,15,20,23,31,34,36,49,22,39,14,51,28,0,38,21,6,16,10,3,26,50,18,12,45,25,37,7,40,53,52,46,19,13,35,1,41,30,5,2,44,24,4,33,17,42,43
